,name,PV,player_id,Unnamed: 0,PlayerId,gamenum,team,points,position,div,primaryPosition
41685,Adam Boqvist,1,ID8480871,77017.0,ID8480871,119.0,16.0,0.0,D,W,D
41805,Adam Boqvist,1,ID8480871,159564.0,ID8480871,120.0,16.0,0.0,D,W,D
41672,Adam Boqvist,1,ID8480871,64639.0,ID8480871,121.0,16.0,0.0,D,W,D
41663,Adam Boqvist,1,ID8480871,55908.0,ID8480871,122.0,16.0,0.0,D,W,D
41691,Adam Boqvist,1,ID8480871,83742.0,ID8480871,123.0,16.0,1.0,D,W,D
41698,Adam Boqvist,1,ID8480871,89519.0,ID8480871,124.0,16.0,1.0,D,W,D
41666,Adam Boqvist,1,ID8480871,59245.0,ID8480871,125.0,16.0,1.0,D,W,D
41682,Adam Boqvist,1,ID8480871,75416.0,ID8480871,126.0,16.0,0.0,D,W,D
41693,Adam Boqvist,1,ID8480871,84142.0,ID8480871,127.0,16.0,0.0,D,W,D
41676,Adam Boqvist,1,ID8480871,68873.0,ID8480871,128.0,16.0,0.0,D,W,D
41692,Adam Boqvist,1,ID8480871,83933.0,ID8480871,129.0,16.0,0.0,D,W,D
41664,Adam Boqvist,1,ID8480871,56441.0,ID8480871,130.0,16.0,0.0,D,W,D
41678,Adam Boqvist,1,ID8480871,70303.0,ID8480871,131.0,16.0,0.0,D,W,D
41694,Adam Boqvist,1,ID8480871,84638.0,ID8480871,132.0,16.0,0.0,D,W,D
41658,Adam Boqvist,1,ID8480871,48892.0,ID8480871,133.0,16.0,0.0,D,W,D
41695,Adam Boqvist,1,ID8480871,86829.0,ID8480871,134.0,16.0,1.0,D,W,D
41677,Adam Boqvist,1,ID8480871,69539.0,ID8480871,135.0,16.0,0.0,D,W,D
41806,Adam Boqvist,1,ID8480871,159565.0,ID8480871,136.0,16.0,0.0,D,W,D
41660,Adam Boqvist,1,ID8480871,53121.0,ID8480871,137.0,16.0,1.0,D,W,D
41659,Adam Boqvist,1,ID8480871,50649.0,ID8480871,138.0,16.0,0.0,D,W,D
41683,Adam Boqvist,1,ID8480871,75665.0,ID8480871,139.0,16.0,0.0,D,W,D
41807,Adam Boqvist,1,ID8480871,159566.0,ID8480871,140.0,16.0,0.0,D,W,D
41661,Adam Boqvist,1,ID8480871,54515.0,ID8480871,141.0,16.0,0.0,D,W,D
41681,Adam Boqvist,1,ID8480871,74158.0,ID8480871,142.0,16.0,0.0,D,W,D
41669,Adam Boqvist,1,ID8480871,61096.0,ID8480871,143.0,16.0,0.0,D,W,D
41674,Adam Boqvist,1,ID8480871,68226.0,ID8480871,144.0,16.0,0.0,D,W,D
41688,Adam Boqvist,1,ID8480871,79817.0,ID8480871,145.0,16.0,0.0,D,W,D
41670,Adam Boqvist,1,ID8480871,63342.0,ID8480871,146.0,16.0,1.0,D,W,D
41662,Adam Boqvist,1,ID8480871,55086.0,ID8480871,147.0,16.0,2.0,D,W,D
